,comment,compound,negative,neutral,positive,whether_pos_or_neg
5428,1:10 lisa or nah???,-0.2359,0.393,0.607,0.0,neg
5429,"She is the senior , she is the real queen yess she isss all she deserve to be herself pliss vote for herrr !!!",0.0,0.0,1.0,0.0,neu
5430,LOVE  you :*,0.8567,0.0,0.106,0.894,pos
5431,❤❤❤❤❤❤,0.0,0.0,1.0,0.0,neu
5432,♥,0.0,0.0,0.0,0.0,neu
5433,what a *soulful* voice,0.0,0.0,1.0,0.0,neu
5434,the dancer.......I'm.........we need to talk about him -_-,0.0,0.0,1.0,0.0,neu
5435,"Bom: *sings first note*
Me: *hysterically crying*",0.0,0.0,1.0,0.0,neu
5436,"Every Knee bows and Tongue confesses Bommie is the """"ALL time Queen.""",0.0,0.0,1.0,0.0,neu
5437,I. GOT. GOOSEBUMPS. WOW.,0.5859,0.0,0.441,0.559,pos
5438,"Her voice changed, but jeezzz... that was a perfect performance for me. So effortless for her but...",0.7227,0.0,0.748,0.252,pos
5439,I was crying,-0.4767,0.756,0.244,0.0,neg
5440,Give her any song and she'll own it!,0.0,0.0,1.0,0.0,neu
5441,"Time check 4:20 am ,Gosh, Park Bom gives me so much goose bumps ..daebak Queen ",0.0,0.0,1.0,0.0,neu
5442,Omg her voice,0.0,0.0,1.0,0.0,neu
5443,"only YG Artist can cover a YG Artist's song FLAWLESSLY!
PS: I know Bom is in D NATION now,
 y'all know what I mean.",0.4263,0.0,0.871,0.129,pos
5444,BEST PERFORMANCE,0.6369,0.0,0.192,0.808,pos
5445,Love u so so muchhh❤❤❤❤,0.6369,0.0,0.417,0.583,pos
5446,"Damn not only she did it solo, she did it sitting down, what a powerful queen!",0.1007,0.144,0.692,0.165,pos
5447,Love you PB,0.6369,0.0,0.323,0.677,pos
5448,Who else notice park bom earrings is balenciaga newww releasedd earings,0.0,0.0,1.0,0.0,neu
5449,Sino po yung guy na kasama ni unnie parkboom? Salamat po sa sasagot ,-0.802,0.396,0.604,0.0,neg
5450,Every time  she sing..it's  give me goosebumps ,0.0,0.0,1.0,0.0,neu
5451,Love you bomiiiee❤️❤️❤️❤️,0.6369,0.0,0.323,0.677,pos
5452,Park Bom is a Queen who makes other songs of her own. She puts different flavor to the song.,0.0,0.0,1.0,0.0,neu
5453,What song she sings  becomes her Owns song,0.0,0.0,1.0,0.0,neu
5454,She should be in the top 3 with this..,0.2023,0.0,0.795,0.205,pos
5455,win or lose we are sooo proud of u Xoxo Park Bommie,0.8481,0.131,0.34,0.529,pos
5456,Don’t forget voting for Bom in Mama 2019,-0.2263,0.213,0.787,0.0,neg
5457,Arghhhhh i wanna cryyyyyy,0.0,0.0,1.0,0.0,neu
5458,Park Bom QUEEN ,0.0,0.0,1.0,0.0,neu
5459,I really got frustrated by this ang ganda ng performance nya pero nasa same place parin sya like tf! Are they blind? Ok sana kung nasa top3 sya or somewhat haisst!!,-0.5506,0.191,0.685,0.124,neg
5460,❤❤❤❤queen bom,0.0,0.0,1.0,0.0,neu
5461,OMG... this song,0.0,0.0,1.0,0.0,neu
5462,THE VOICE THAT TAKES YOU BACK YEARS AGO IS PARK BOM’S,0.0,0.0,1.0,0.0,neu
5463,Like shes the owner of the song so unique than taeyang version i love you bommie,0.7717,0.0,0.66,0.34,pos
5464,HELLO PARK BOM WE NEED A STUDIO VERSION OF THISSSSS ,0.0,0.0,1.0,0.0,neu
5465,She’s using her green micim so happy.,0.6948,0.0,0.559,0.441,pos
5466,reminds me of 2NE1 ;(((,0.0,0.0,1.0,0.0,neu
5467,The cover we waited for 461946396 years!,0.0,0.0,1.0,0.0,neu
5468,She really deserve *BEST VOCAL PERFORMANCE SOLO* in MAMA 2019!!!!! This hard working Queen deserve that we need to vote for her so bad!,-0.794,0.243,0.757,0.0,neg
5469,Hay quá chị ơi <3,0.4404,0.0,0.58,0.42,pos
5470,"3:48 I literally got chills. An amazing cover of an amazing song. I can't. She has amazing voiceee omgg.. I can't stop using ""amazing"" because she is absolutely amazing.",0.9523,0.0,0.551,0.449,pos
5471,"Park Bom sweetie, you are that queen! ",0.5411,0.0,0.632,0.368,pos
5472,I really hope park bom  perform on mama stage this year and brings back 2ne1 like CL did back in 2015❣️❤️,0.6901,0.0,0.76,0.24,pos
5473,❤️❤️❤️❤️❤️,0.0,0.0,1.0,0.0,neu
5474,❤,0.0,0.0,0.0,0.0,neu
5475,I saw 2ne1 lightstick,0.0,0.0,1.0,0.0,neu
5476,Only YG artists can sing YG songs so well omg,0.4101,0.0,0.767,0.233,pos
5477,Green mic ,0.0,0.0,1.0,0.0,neu
5478,Queen sing a song of the king ,0.0,0.0,1.0,0.0,neu
5479,QUEEM BOM IS HERE TO DOMINATE THE KINGDOM!!!!,-0.3956,0.276,0.724,0.0,neg
5480,At the beginning why does she use hard b's?,-0.1027,0.149,0.851,0.0,neg
5481,"This song, it brings back a lot of feels. The song she supposed to release, we're finally able to hear it. I'm so emotional.",0.2769,0.0,0.912,0.088,pos
5482,"Very beautiful, Park Bom",0.6361,0.0,0.417,0.583,pos
5483,LOVE ,0.6369,0.0,0.0,1.0,pos
5484,Vote this queen as best vocal solo in MAMA❤,0.6369,0.0,0.656,0.344,pos
5485,❤️❤️❤️,0.0,0.0,1.0,0.0,neu
5486,If anyone's curious about the dancer: his name is Ha Sunchun!,0.6114,0.0,0.643,0.357,pos
5487,❤,0.0,0.0,0.0,0.0,neu
5488,I miss 2NE1 and BIGBANG more coz of this ,-0.1531,0.186,0.814,0.0,neg
5489,Queen ,0.0,0.0,1.0,0.0,neu
5490,Mybe I'm the only one that think the dancer look really handsome.. Park bom slay as usual...,0.0,0.0,1.0,0.0,neu
5491,GD FROM BIG BANG ONCE SAY THAT PARK BOM'S VOICE SUIT'S IN EVERY SONG...HOW RIGHT HE WAS SHE OWN THIS SONG ALREADY,0.0,0.0,1.0,0.0,neu
5492,There is a saying that: YG artist always produces a great cover for another YG artist.,0.6249,0.0,0.76,0.24,pos
5493,"Boom, been a fan since 2009 specially your roommate days with Lee dong wook .we all miss you.",0.1779,0.085,0.794,0.122,pos
5494,"Yall know... she was supposed to release a cover of Eyes, Nose, Lips along with the covers from Tablo, AKMU, and Lydia Paek back in 2014 but then things went downhill from then onwards so it remained unreleased.",0.0,0.0,1.0,0.0,neu
5495,OMG!! THIS IS SO TOUCHING!! PEOPLE SHOULD THINK BEFORE VOTE!!!,0.0,0.0,1.0,0.0,neu
5496,I love park bom. But i dont like this cover:(,0.4749,0.171,0.487,0.341,pos
5497,สวยจังเลย ร้องเพลงเพราะมาก,0.0,0.0,1.0,0.0,neu
5498,1.1Million View!!!,0.0,0.0,1.0,0.0,neu
5499,"=
I’m crying, I miss their good old era.",-0.2023,0.405,0.345,0.25,neg
5500,❤️❤️❤️,0.0,0.0,1.0,0.0,neu
5501,"Yes, I can’t understand what is she singing but I’m crying... Even if she doesn’t win ,she always be my queen...",0.7935,0.0,0.719,0.281,pos
5502,❤️,0.0,0.0,1.0,0.0,neu
5503,0:30,0.0,0.0,1.0,0.0,neu
5504,"Watching this again, the good thing about park bom voice is she can own any song with it",0.4404,0.0,0.854,0.146,pos
5505,VOTE FOR BOM ON MAMA 2019!,0.0,0.0,1.0,0.0,neu
5506,❤️❤️,0.0,0.0,1.0,0.0,neu
5507,"she just showed that she can slay even tho she's just sitting, a queen indeed.
p.s. don't forget to vote bom!",0.2401,0.0,0.907,0.093,pos
5508,PLEASE TELL ME SHE WON FIRST PLACE!!!! PLEASE!,0.858,0.0,0.346,0.654,pos
5509,I love park bom. I love you,0.8555,0.0,0.263,0.737,pos
5510,"You know what's disappointing? Before the unit round, Dara uploaded her dance session with Lia Kim so I thought Dara is the one who will proxy for Bom in the performance team. And then before the fandora stages, Dara uploaded her duet with Bom for Lonely, so I thought that that is what Bom will show for fandora. But all my hopes were crushed.",-0.6908,0.123,0.837,0.04,neg
5511,If you want to see her attend MAMA2019 please vote for her,0.3818,0.0,0.735,0.265,pos
5512,❤️❤️❤️❤️❤️❤️,0.0,0.0,1.0,0.0,neu
5513,Dope bommieyah!!!!,0.0,0.0,1.0,0.0,neu
5514,"This cover is breathtaking, congrats to Bom for being in the competition. She's held off elimination against full groups, she's a phenomenon and I hope she understands she how much international support she has.
I highly disprove of the rankings Park Bom has gotten on this show. She has been absolutely wonderful with performances. I'm biased, but if this is Queendom, not Princessdom, Bom should win automatically.
Also fuck anyone who says she can't control her face due to surgery, watch 1:18 to 1:21. She absolutely has control. I love that 2NE1 mic technique she displays there.",0.9392,0.056,0.749,0.195,pos
5515,❤️❤️,0.0,0.0,1.0,0.0,neu
5516,"=
She need to control her breathing lil bit",0.0,0.0,1.0,0.0,neu
5517,you never failed us bom,0.4023,0.0,0.597,0.403,pos
5518,ฉัยรักคุณปาร์มบอม ฉันจะติดตามคุณเสมอ,0.0,0.0,1.0,0.0,neu
5519,OMG  I'M REALLY MISSING YGSTAN ,-0.3597,0.384,0.616,0.0,neg
5520,Park bom from 10 years imiss you,0.0,0.0,1.0,0.0,neu
5521,wooooow chills,0.0,0.0,1.0,0.0,neu
5522,YAAAASSS QUEEEEN!!!!!!!!!!!,0.0,0.0,1.0,0.0,neu
5523,AOA voted for Park Bom as the best stage this round lmao tastess,0.8442,0.0,0.576,0.424,pos
5524,Suaranya kok agak berubah apa itu strategi atau apa tapi bom memang the best gw mash blackjacks,0.6369,0.0,0.792,0.208,pos
5525,❤️,0.0,0.0,1.0,0.0,neu
5526,When the dancer came to Bom I am reminded of Taeyang and Bom’s duet several years ago.,0.0,0.0,1.0,0.0,neu
5527,WOOOOOOOOOOOOOW,0.0,0.0,1.0,0.0,neu
5528,"Let's talk about the dancer too. His expression in the end told everything. The way the scenario is divided in two, the way it tells a story.",0.0,0.0,1.0,0.0,neu
5529,When I heard park bom sang taeyang's song. I realized how much I missed bigbang and 2ne1 perform together in the stage  I can't stop crying whenever I hear Park Bom singing.,0.3054,0.072,0.783,0.145,pos
5530,Park bom I promise u I will always support u,0.6124,0.0,0.444,0.556,pos
5531,Park bom fighting!! Bomshell and blackjacks always support you!!,0.3331,0.187,0.524,0.289,pos
5532,有中文字翻譯嘛,0.0,0.0,1.0,0.0,neu
5533,"Blackjack, comes here for you!!!",0.0,0.0,1.0,0.0,neu
5534,Crazy how knetz and new gen of fans dont appreciate real gem of talent. Right now kpop is all about looks/productions/concepts/and fandoms influenced,-0.2163,0.17,0.728,0.102,neg
5535,Amo su voz ♥ tan única.,0.0,0.0,1.0,0.0,neu
5536,i got goosebumps and not just bc im cold,0.0,0.0,1.0,0.0,neu
5537,"THIS IS THE BEST DAY EVER! like literally..


1)     
Park bom is nominated for 3 categories on MAMA
2019 which we have been waiting to witness since 2010!


2)     
Park bom singing Eyes, nose and lips which we
have waited long also since 2014


3)     
And Park bom releasing her comeback song tmrw


THIS IS THE BEST DAY EVER!!!!!!",0.9386,0.0,0.803,0.197,pos
5538,I am late yeah I know I am sorry for that but I love you Bom,0.8047,0.066,0.513,0.422,pos
5539,Her Voice sounds a bit different than before ... but good Performance,0.5927,0.0,0.722,0.278,pos
5540,Real legend,0.0,0.0,1.0,0.0,neu
5541,"I cry i cry i cry ,good so much",-0.7506,0.655,0.141,0.204,neg
5542,IT'S SEONCHEON RIGHT FROM SOMEBODY?!!!,0.0,0.0,1.0,0.0,neu
5543,Pls vote park bom best vocal performance solo,0.6705,0.0,0.522,0.478,pos
5544,"=
I am so glad she performed this. This song holds a history.",0.5095,0.0,0.732,0.268,pos
5545,VOTE FOR BOM AT MAMA2019,0.0,0.0,1.0,0.0,neu
5546,If only 2NE1 sings this together ,0.0,0.0,1.0,0.0,neu
5547,That green mic.,0.0,0.0,1.0,0.0,neu
5548,あかん（ ｉ _ ｉ ）,0.0,0.0,1.0,0.0,neu
5549,She sang sitting and still hitting those high notes perfectly. Ughhh #QueenIndeed #ParkBom,0.6369,0.0,0.741,0.259,pos
5550,No one can bit her on stage she's real legend,-0.296,0.196,0.804,0.0,neg
5551,Her vocal technique always gives me goosebumps. Like daaaamn.,0.3612,0.0,0.762,0.238,pos
5552,Those throwback vids from her past mvs! ,0.0,0.0,1.0,0.0,neu
5553,You know Park Bom is the Queen when she makes singing a song like this look easy. Also props to the dancer.  love the emotion he displayed.,0.8625,0.0,0.706,0.294,pos
5554,If Bom works on her technique for a stable voice and her breathing then she would be unstoppable,0.1027,0.095,0.789,0.116,pos
5555,I think she showed the GP that she still has a killer unique voice through this show,-0.6486,0.235,0.765,0.0,neg
5556,"No need sexy cloth and sexy dance 
Just sitting and singing can slay the stage Yes,that’s the real talent and the real goddess With her unique voice,she wins our(blackjacks) heart
Once a blackjack,always a blackjack
#Sorryformypoorenglish",0.9022,0.049,0.652,0.299,pos
5557,"I want her to sing that one song of GD, was it untitled 2014? Since its not rap..",0.0772,0.0,0.925,0.075,pos
5558,VOTE FOR PARK BOM ON MAMA 2019,0.0,0.0,1.0,0.0,neu
5559,My queen ,0.0,0.0,1.0,0.0,neu
5560,I got goosebumps. For real.,0.0,0.0,1.0,0.0,neu
5561,goosebumps. shet she is so good.,0.5777,0.0,0.572,0.428,pos
5562,"Bom: *Breathes*
Everyone: Wooooow",0.0,0.0,1.0,0.0,neu
5563,I love u bommie ,0.6369,0.0,0.192,0.808,pos
5564,Bom never disappoints,0.2924,0.0,0.478,0.522,pos
5565,Vote park Bom on MAMA!,0.0,0.0,1.0,0.0,neu
5566,♥️,0.0,0.0,1.0,0.0,neu
5567,0:41,0.0,0.0,1.0,0.0,neu
5568,She has a unique voice. ❤️,0.0,0.0,1.0,0.0,neu
5569,Why does it sound like Dara recorded the falsetto backing vocals?,0.3818,0.0,0.714,0.286,pos
5570,only queen Bom to leave everyone speechless,-0.0516,0.167,0.833,0.0,neg
5571,Why does the male dancer look oddly familiar?,0.0,0.0,1.0,0.0,neu
5572,She's voice I'm so like Park bom,0.5009,0.0,0.649,0.351,pos
5573,"WHO IS PARK BOM?
-serves looks
-serves elegancy 
-serves VOCAL UNIQUENESS
AND MOST IMPORTANT IS, SHE'S A QUEEN.  Win or lose still a queen. Period",0.8298,0.084,0.591,0.325,pos
5574,She’s so brave and strong competitive against other groups. Park Bom fighting!,0.7749,0.127,0.405,0.468,pos
5575,Queen singing a KINGS song ,0.0,0.0,1.0,0.0,neu
5576,That man at @3:56 isnt he from the show called somebody and name sunchun?,0.0,0.0,1.0,0.0,neu
5577,The dancer from somebody season 1 right??,0.0,0.0,1.0,0.0,neu
5578,We love you,0.6369,0.0,0.323,0.677,pos
5579,goosebumpssss,0.0,0.0,1.0,0.0,neu
5580,"Don't forget, she is the legend.",0.1695,0.0,0.75,0.25,pos
5581,It's okay if she will not win because all of our faves still look up on her ,-0.2896,0.154,0.751,0.095,neg
5582,100♡,0.0,0.0,1.0,0.0,neu
5583,Queen!!!,0.0,0.0,1.0,0.0,neu
5584,Guys please Vote for Queen Bom!,0.3802,0.0,0.659,0.341,pos
5585,"=
No doubt, shes a queen!",-0.6114,0.714,0.286,0.0,neg
5586,YAS B*TCH THAT'S OUR QUEEN LIKE WTF SHE'S SINGING EYE'S NOSE LIPS LIKE WHAAT I'M GONNA DIEE!!,0.1984,0.163,0.599,0.239,pos
5587,Park Bom is AMAZING ARTIST!   That Girl can sing and the passion she Put it is like a spell...,0.884,0.0,0.592,0.408,pos
5588,"=
I cannot go over this",0.0,0.0,1.0,0.0,neu
5589,I dont even care if she win or not. Im just happy that she's back. Really really miss her voice . Queendom is a good place for her to start again. In touch with other girlgroups and build her career again. Fighting park bom :). Looking forward to see your performance with your member . 2ne1 fourever ♣️♠️♥️♦️,-0.3813,0.158,0.738,0.103,neg
5590,i'm cry,-0.4767,0.756,0.244,0.0,neg
5591,1:10 is that lisa from blackpink?,0.0,0.0,1.0,0.0,neu
5592,She seriously sounds like she ate the auto tune machine HAHAH so freaking unreal. She’s an amazing vocalist ,0.2462,0.208,0.547,0.246,pos
5593,"=
Trong Queendom nhìn chị thật cô đơn. Cố lên chị ",0.0,0.0,1.0,0.0,neu
5594,"bom is simply shining. when we think she has showed us everything she has to offer, she still manages to amaze us one more time! we love you park bom, you're doing amazing!",0.9238,0.0,0.708,0.292,pos
5595,Did anyone notice the color of Park Bom's mic?,0.0,0.0,1.0,0.0,neu
5596,i luv her...,0.0,0.0,1.0,0.0,neu
5597,Queen,0.0,0.0,1.0,0.0,neu
5598,"This song is already sad but her singing it makes it more sad for some reasonHer voice got that effect y'knowWe proud of you, Queen",-0.2617,0.192,0.68,0.128,neg
5599, queen ,0.0,0.0,1.0,0.0,neu
5600,Bom's voice passes all the emotion,0.0,0.0,1.0,0.0,neu
5601,I love how non of the girls are talking because they’re all just so immersed in the performance,0.6369,0.0,0.792,0.208,pos
5602,Bom really does have a unique singing  voice and skill ,0.0,0.0,1.0,0.0,neu
5603,Queen ,0.0,0.0,1.0,0.0,neu
5604,Beautifullllllll,0.0,0.0,1.0,0.0,neu
5605,Is it just me or does any of you hears Dara's voice in the backtrack,0.0,0.0,1.0,0.0,neu
5606,this got me emotional,0.1531,0.0,0.652,0.348,pos
5607,Am I the only one who’s crying? :))))))),-0.4767,0.341,0.659,0.0,neg
5608,OMG  ❤️,0.0,0.0,1.0,0.0,neu
5609,"finally she is using her green mic, best time for using it. I know she used it in her previous queendom's live.",0.6369,0.0,0.826,0.174,pos
5610,Anyone misses 2NE1? Cos I really do :'(,-0.6573,0.518,0.482,0.0,neg
5611,"My quenn!!!I LOVE PARKBOM!!!
2en1 Like!!!",0.8625,0.0,0.317,0.683,pos
5612,Park Bom is a hope for Korean as female empowerment. She’s been through a lot of tough time and yet she’s here giving you all she’s got without hesitation. This is what a real artist is. ❤️,0.6822,0.039,0.777,0.184,pos
5613,"=
Park Bom literally made other artists songs to be her own songs. She sang it with her sound. Now, that’s Park Bom. She doesn’t imitate the original singers, She performs it her own way!",0.3802,0.0,0.927,0.073,pos
5614,=,0.0,0.0,0.0,0.0,neu
5615,"she is a new female artist as a solo career, but has 10 years of experience from YG, is friend with BIGBANG’s members and so on. people may think once she left YG, she won’t have any relationship with other member but actually she does. 
hearing her singing eyes nose lips by her friend taeyang made me realize that, idk, maybe she is not as alone as she might thinks",0.8782,0.021,0.839,0.14,pos
5616,She is really vocal queen..,0.0,0.0,1.0,0.0,neu
5617,We need big bang and 2ne1 back bcs kpop has boring now !!!!!!,-0.5374,0.224,0.776,0.0,neg
5618,Who thought that the guy was taeyang??,0.0,0.0,1.0,0.0,neu
5619,I miss kpop idol 2nd gen so muuchhhh,-0.1531,0.211,0.789,0.0,neg
5620,โคตร yg missing you,-0.296,0.423,0.577,0.0,neg
5621,"Siento que batalla un buen para cantar y respirar al mismo tiempo, me da ansías, sin embargo sigue siendo el mismo timbre de voz hermoso.",-0.5574,0.135,0.865,0.0,neg
5622,"in her defence, i dont think any member of the five groups can do as well as her if they go solo. honestly Bom alone against the rest place her at a significant disadvantage, but the show did help her overall in gaining attention again after her long break. 
and we all know if the 4 members of 2NE1 gather together, no one can beat them. the only group of their equal is Soshi, the two eternal queens of kpop. there is no competition when either of the queen is present",0.5267,0.09,0.777,0.133,pos
5623,"=
Win Win Win ",0.9081,0.0,0.0,1.0,pos
5624,I Love Park Bom ♡  ♡,0.6369,0.0,0.323,0.677,pos
5625,Wow wow wow  I love u bom. From Philippines,0.9485,0.0,0.161,0.839,pos
5626,The dancer looks like nam taehyun in winner era,0.743,0.0,0.526,0.474,pos
5627,First time i didn't use  skip 10s,0.0,0.0,1.0,0.0,neu
5628,I LOVE PARK BOM FOREVER!!!!!,0.7482,0.0,0.359,0.641,pos
5629,"The way she delivered this song totally told us an story. If you remember her ""You and I"" MV and connect that with this stage, you can understand that the memories (or the ghost) of her former boyfriend still hunts her. Like as ""Hotel del Luna"". ",0.3612,0.0,0.947,0.053,pos
5630,she makes this song deeper and deeper,0.0,0.0,1.0,0.0,neu
5631,Omg this song bringing back so many memories,0.0,0.0,1.0,0.0,neu
5632,I HOPE BOM WILL PERFORM AT MAMA AND BRING 2NE1 JUST LIKE CL DID HAHAHAHA,0.6597,0.0,0.69,0.31,pos
5633,Now that Bigbang members are getting discharged from the military I wish there will be new collaborations ,0.4019,0.0,0.847,0.153,pos
5634,Loveit,0.0,0.0,1.0,0.0,neu
5635,Actually if you look at the vote details Bom got more than 6000 points from live public voting out of 7000. She placed low because they also counted the other rounds.,-0.2732,0.065,0.935,0.0,neg
5636,4.01 ,0.0,0.0,1.0,0.0,neu
5637,YG Familyyyy,0.0,0.0,1.0,0.0,neu
5638,PARK BOM DUET WITH HWASA. WHO'S AGREE?,0.3612,0.0,0.706,0.294,pos
5639,"=
park boom win my heart",0.5859,0.0,0.513,0.487,pos
5640,She didn’t deserve 5th place again :(,-0.4404,0.326,0.674,0.0,neg
5641,queen will forever slay istg,0.0,0.0,1.0,0.0,neu
5642,just smoke voice,0.0,0.0,1.0,0.0,neu
5643,"The You & I scenes in the beginning, the song that she was supposed to release, her voice, the mic she used in 2ne1 days... I'm weak, guys T.T",-0.4404,0.1,0.9,0.0,neg
5644,"Whatever Bom got place is..plsssss dont drag down the other groups,,it makes the fandom bad...they ALL work hard for it to be the winner...
VOTE PARK BOM IN MAMA2019",0.0685,0.047,0.898,0.055,pos
5645,听得依然地陶醉,0.0,0.0,1.0,0.0,neu
5646,"PARK BOM SINGING EYES, NOSE & LIPS IS THE BEST THING THAT COULD EVER HAPPEN TO KPOP. LEGENDARY QUEEN. ",0.6369,0.0,0.802,0.198,pos
5647,Park Bom tem uma das vozes mais únicas e preciosas que eu já vi,0.0,0.0,1.0,0.0,neu
5648,I love it,0.6369,0.0,0.192,0.808,pos
5649,Queen.,0.0,0.0,1.0,0.0,neu
5650,"Queen will always be a queen
Btw 1:35 who is she.she look very familiar but idk",-0.249,0.125,0.875,0.0,neg
5651,yasss queennnn,0.0,0.0,1.0,0.0,neu
5652,She is such a compelling and enchanting singer. Bom will always have my support!,0.5983,0.0,0.692,0.308,pos
5653,"YG biggest lost .....

periodt.",-0.3182,0.365,0.635,0.0,neg
5654,Chemopirimbaaaaaaaa,0.0,0.0,1.0,0.0,neu
5655,I LOVE U PARK BOOOOOM,0.6369,0.0,0.323,0.677,pos
5656,"=
Done voting world wide choice my boomy",0.0,0.0,1.0,0.0,neu
5657,The irony that they make her sing a song from the same company that ended her contract,-0.0516,0.074,0.926,0.0,neg
5658,The dancer is Han Sunchun from Somebody S1 right?,0.0,0.0,1.0,0.0,neu
5659,Can I give he's 1milion likes ? ,0.4215,0.0,0.588,0.412,pos
5660,I missed bigbang and my girls 2NE1 ,-0.296,0.306,0.694,0.0,neg
5661,"she sang it with so much emotions i am speechless, it hurts ",-0.4767,0.237,0.763,0.0,neg
5662,Absolutely amazing! I always get a goosebumps whenever she sings.,0.6581,0.0,0.615,0.385,pos
5663,"Our girl making everyone speechless first in our hearts~ 
Ive realised only bom can make all the groups speechless like they dnt comment they just sit in aww while for other groups its like 'yas girl'",0.6124,0.0,0.872,0.128,pos
5664,I feel you boomie ,0.0,0.0,1.0,0.0,neu
5665,4:00 me watching bom,0.0,0.0,1.0,0.0,neu
5666,"Park Bom singing ENL while sitting, a queen. ♥️",0.0,0.0,1.0,0.0,neu
5667,eu amo essa mulher ❤,0.0,0.0,1.0,0.0,neu
5668,Wow. Is she eat cd❤️,0.5859,0.0,0.513,0.487,pos
5669,Woooahhhhhhhhhhhhh IT really suits her!!!!! Definitely a QUEEN!!!!,0.6288,0.0,0.592,0.408,pos
5670,I got a goose-bomb even from the intro ,0.0,0.0,1.0,0.0,neu
5671,"I love you so muccch, i want all of you to comeback ",0.6983,0.0,0.581,0.419,pos
5672,"❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
ygペンからしたら幸せすぎる",0.0,0.0,1.0,0.0,neu
5673,"I'm not crying, you are! ",0.4303,0.0,0.584,0.416,pos
5674,I REALLY LOVE MY QUEEN OF HEARTS! HEY BLACKJACKS! SCREAM WITH ME!,0.5674,0.158,0.527,0.315,pos
5675,Now i wish bom will sing this with taeyang in the future. What a queen!! Im tearing up ,0.508,0.0,0.82,0.18,pos
5676,Slay it QUEEN ,0.0,0.0,1.0,0.0,neu
5677,I LOVE YOU BOMBOM ✨,0.6369,0.0,0.323,0.677,pos
5678,I'm not a expert singer but I think bommie did well but she needs to adjust her voice by whispering the words in a calm voice and later on the power of the voice will reveal at the end.,0.6808,0.0,0.859,0.141,pos
5679,"聽完覺得好憋
接不到氣的感覺",0.0,0.0,1.0,0.0,neu
5680,Guys vote for park bom on Mama!!!,0.0,0.0,1.0,0.0,neu
5681,#legend #queen ,0.0,0.0,1.0,0.0,neu
5682,I love you park bom❤,0.6369,0.0,0.417,0.583,pos
5683,its make me teary eyed i miss bigbang and 2ne1 please bring them back,0.1779,0.107,0.738,0.154,pos
5684,"No one can beat this woman. She's a legend indeed. We love you, Bommie Unnie!! ❤️❤️❤️",0.555,0.11,0.651,0.239,pos
5685,Now this crushes my bigbang 2ne1 heart,-0.4404,0.326,0.674,0.0,neg
5686,"Oh that  guy is from a Dance show named Someday!
Bom really sings the song full of emotions.",0.0,0.0,1.0,0.0,neu
5687,I just wanna cry....,0.0,0.0,1.0,0.0,neu
5688,"=
I really don't like deserve 5th place cuz she sang with so much emotion and I don't think that YG really allow her to show what her vocal can really do",-0.0504,0.076,0.855,0.069,neg
5689,"Park bom...i love u...from the first time i saw u.i really like ur voice.but,i worry abt u.the way u sing now its like u hv breathing problem nd u sound so screeching to my ears..but dont gt me wrong..i still love u..maybe u cn work on that bom..i really wish u  success in everytg u do.",0.9387,0.108,0.585,0.307,pos
5690,BLACKJACK 4 LIFE ,0.0,0.0,1.0,0.0,neu
5691,"There are so much emotion in Bom's voice. Bom proved that she's extra ordinary. She nailed it. Everytime I heard her singing , I miss 2ne1 so much.",-0.1531,0.062,0.938,0.0,neg
5692,"=
Let's appreciate the emotions given by the dancer. He's too powerful",0.6705,0.0,0.621,0.379,pos
5693,I thought its her song.. I tried to figure out whose song this was. But then I remembered its taeyangs... Actually it sounds great wd her vocals. No drama... Its amazing. I want it on spotify,0.8934,0.052,0.641,0.306,pos
5694,I really hate their overreaction like I know ur shook but act normal it's so cringy anyway bom queen,-0.346,0.26,0.652,0.088,neg
5695,All watching: is in SILENCE✨,0.0,0.0,1.0,0.0,neu
5696,How did she sang something heavily emotional in such effortless way as if she's just about to order her lunch in a small cafe.,0.1531,0.0,0.932,0.068,pos
5697,Park Bom single handily increasing the stock prices of YGE. Damn she’s a legend,-0.4019,0.184,0.816,0.0,neg
5698,HER MIC AAAAAAAA,0.0,0.0,1.0,0.0,neu
5699,Mark my words. This will be trending everywhere,0.0,0.0,1.0,0.0,neu
5700,Im crying,-0.4767,0.756,0.244,0.0,neg
5701,"Those people who click dislike was those people who draged her down before, and now bom is doing great they are not happy even how great the performance is ",0.5577,0.144,0.644,0.211,pos
5702,Everybody was just staring at bommie  like a queen. . .,0.3612,0.0,0.737,0.263,pos
5703,Only YG artist can perform YG’s songs,0.0,0.0,1.0,0.0,neu
5704,Why I'm addicted to this cover . I can't help myself to stop listen it,-0.5358,0.288,0.712,0.0,neg
5705,one of the best,0.6369,0.0,0.417,0.583,pos
5706,QUEEN,0.0,0.0,1.0,0.0,neu
5707,I keep hoping at least one 2NE1 member would appear on her last stage in Queendom,0.4215,0.0,0.833,0.167,pos
5708,"I had goosebumps when she started singing. After a while, can't keep my tears from falling.  Park Bom is ",0.017,0.088,0.821,0.091,pos
5709,Her unique style of singing is so adorable <3 I want her to sing reggae <3,0.9008,0.0,0.477,0.523,pos
5710,I love her so damn much! ,0.3609,0.285,0.286,0.428,pos
5711,"The best, a real queen❤❤",0.6369,0.0,0.417,0.583,pos
